"TOA5","CR1000_PB1010","CR1000","67005","CR1000.Std.27","CPU:Celestino_tower20150210kk.CR1","36111","Table1"
"TIMESTAMP","RECORD","PBID","AirTC_Max","AirTC_Min","AirTC_Avg","RH_Max","RH_Min","RH_Avg","WS_ms_Max","WS_ms_Min","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","SlrW_N_Avg","SlrW_S_Avg","PARDen_N_Avg","PARDen_S_Avg","RainTB3_mm_Tot"
"TS","RN","","Deg C","Deg C","Deg C","%","%","%","meters/second","meters/second","meters/second","Deg","Deg","W/m^2","W/m^2","umol/s*m^2","umol/s*m^2","mm"
"","","Smp","Max","Min","Avg","Max","Min","Avg","Max","Min","WVc","WVc","WVc","Avg","Avg","Avg","Avg","Tot"
"2015-02-13 17:30:00",0,1010,21.86,21.63,21.75,92.1,90.6,91.4,9.58,3.822,6.295,3.811,12.35,60.99,63.33,117.5,124.2,0
"2015-02-13 17:35:00",1,1010,22.13,21.73,21.97,91.4,87.7,89.6,10.33,5.018,7.293,4.27,11.64,113.9,120.7,189.9,210.3,0
"2015-02-13 17:40:00",2,1010,22.3,22.03,22.18,89.3,86.8,88,11,3.058,6.955,5.011,12.19,24.96,65.18,89.9,101.8,0
"2015-02-13 17:45:00",3,1010,22.4,22.03,22.18,89.3,86.7,87.7,12.03,3.9,7.622,10.37,15.12,20.73,23.12,41.27,44.42,0
"2015-02-13 17:50:00",4,1010,22.13,21.83,21.94,90.5,89,89.7,10.35,4.822,7.803,7.745,12.89,15.37,16.31,34.12,35.55,0
"2015-02-13 17:55:00",5,1010,21.97,21.69,21.82,90.6,89.4,90,9.98,4.508,7.394,4.668,17.18,12.57,13.37,27.63,28.79,0
"2015-02-13 18:00:00",6,1010,22,21.73,21.86,90.1,88.1,89.4,9.84,3.156,7.372,5.351,17.69,16.81,17.79,38.52,39.68,0
"2015-02-13 18:05:00",7,1010,22.17,21.86,22.02,88.7,87.2,87.9,10.21,4.822,7.343,3.122,12.8,23.16,25.35,54.78,57.19,0
"2015-02-13 18:10:00",8,1010,22.37,22,22.13,87.6,86,86.9,10.27,2.96,6.928,4.333,21.62,22.99,25.08,54.76,57.01,0
"2015-02-13 18:15:00",9,1010,22.3,22.03,22.16,87.8,86.2,86.8,9.72,3.92,6.652,6.572,16.53,19.54,20.81,44.47,46.76,0
"2015-02-13 18:20:00",10,1010,22.47,22.1,22.29,86.6,83,84.8,12.92,3.861,7.639,4.141,19.47,10.91,11.82,20.37,21.66,0
"2015-02-13 18:25:00",11,1010,22.68,22.34,22.49,83.4,82.2,82.8,11.09,5.566,8.34,0.708,9.93,4.229,4.518,12.91,13.41,0
"2015-02-13 18:30:00",12,1010,22.61,22.44,22.52,83.4,82.1,82.9,10.6,5.214,7.328,3.271,20.4,2.298,2.482,6.916,7.232,0
"2015-02-13 18:35:00",13,1010,22.64,22.37,22.49,83.3,82.1,82.8,10.19,3.861,7.735,4.358,12.77,0.829,0.951,1.939,2.021,0
"2015-02-13 18:40:00",14,1010,22.61,22.4,22.53,82.8,82.1,82.4,11.9,2.43,8.07,359.4,16.96,0.601,0.618,1.212,1.237,0
"2015-02-13 18:45:00",15,1010,22.68,22.44,22.53,83.2,82.2,82.7,11.15,4.038,7.607,3.027,20.69,0.334,0.328,0.429,0.446,0
"2015-02-13 18:50:00",16,1010,22.64,22.4,22.53,83.1,82,82.6,10.92,4.645,7.375,359.2,16.08,0.056,0.1,0.105,0.103,0
"2015-02-13 18:55:00",17,1010,22.74,22.44,22.58,82.7,81.6,82,10.29,3.802,7.011,6.342,13.67,0,0,0.016,0.017,0
"2015-02-13 19:00:00",18,1010,22.78,22.47,22.61,82.5,81.5,82,10.31,3.704,7.273,5.728,23.85,0,0,0.001,0.001,0
"2015-02-13 19:05:00",19,1010,22.68,22.37,22.52,83.2,81.8,82.7,10.84,3.469,6.951,10.2,13.05,0,0,0,0,0
"2015-02-13 19:10:00",20,1010,22.74,22.51,22.64,82.6,81.7,82.1,9.43,2.724,7.137,16.33,23.49,0,0,0,0,0
"2015-02-13 19:15:00",21,1010,22.71,22.51,22.61,82.7,82.1,82.4,9.04,3.998,6.679,10.36,13.95,0,0,0,0,0
"2015-02-13 19:20:00",22,1010,22.78,22.51,22.63,82.9,82.3,82.5,10.23,4.802,7.177,14.68,13.63,0,0,0,0,0
"2015-02-13 19:25:00",23,1010,22.74,22.51,22.58,83.2,82.6,82.9,9.53,3.391,6.281,1.744,17.23,0,0,0,0,0
"2015-02-13 19:30:00",24,1010,22.74,22.44,22.58,83.2,82.3,82.7,10.53,3.763,6.64,3.767,10.31,0,0,0,0,0
"2015-02-13 19:35:00",25,1010,22.71,22.47,22.58,83,81.9,82.6,9.88,3.626,6.581,6.49,15.32,0,0,0,0,0
"2015-02-13 19:40:00",26,1010,22.78,22.51,22.65,82.8,81.8,82.3,9,3.175,5.951,4.298,12.55,0,0,0,0,0
"2015-02-13 19:45:00",27,1010,22.71,22.44,22.55,83.2,82,82.7,9.11,3.881,6.077,359.1,12.04,0,0,0,0,0
"2015-02-13 19:50:00",28,1010,22.74,22.47,22.6,82.6,82.2,82.4,9.04,4.096,6.838,1.745,20.4,0,0,0,0,0
"2015-02-13 19:55:00",29,1010,22.81,22.51,22.63,82.9,82.1,82.5,8.68,2.901,5.932,359.5,11.82,0,0,0,0,0
"2015-02-13 20:00:00",30,1010,22.74,22.51,22.63,83.2,82.3,82.7,10.25,1.705,6.849,358.4,12.19,0,0,0,0,0
"2015-02-13 20:05:00",31,1010,22.81,22.51,22.69,83.2,82.4,82.7,10.72,4.92,7.728,358.7,16.95,0,0,0,0,0
"2015-02-13 20:10:00",32,1010,22.81,22.54,22.67,84.1,82.8,83.4,9.37,4.449,6.929,359.1,10.74,0,0,0,0,0
"2015-02-13 20:15:00",33,1010,22.78,22.54,22.66,84.1,83.4,83.8,11.45,4.724,7.468,354.7,14.52,0,0,0,0,0
"2015-02-13 20:20:00",34,1010,22.84,22.61,22.71,83.8,82,83.1,11.96,4.253,7.379,359.3,19.1,0,0,0,0,0
"2015-02-13 20:25:00",35,1010,22.95,22.68,22.81,82.7,80.2,81.3,10.8,3.979,7.565,359.3,11.09,0,0,0,0,0
"2015-02-13 20:30:00",36,1010,22.98,22.78,22.87,81.3,79.99,80.7,9.96,2.626,7.393,2.45,18.97,0,0,0,0,0
"2015-02-13 20:35:00",37,1010,23.01,22.71,22.84,81.9,80.7,81.3,9.15,3.195,6.067,0.262,12.16,0,0,0,0,0
"2015-02-13 20:40:00",38,1010,22.91,22.68,22.79,82,81.5,81.8,9.23,3.842,7.044,1.779,15.57,0,0,0,0,0
"2015-02-13 20:45:00",39,1010,22.95,22.74,22.84,82.2,81.1,81.8,9.58,4.253,7.252,357.1,15.68,0,0,0,0,0
"2015-02-13 20:50:00",40,1010,22.95,22.68,22.83,82.2,81.4,81.7,11.07,3.214,6.55,357.5,13.91,0,0,0,0,0
"2015-02-13 20:55:00",41,1010,23.01,22.74,22.85,81.9,81.4,81.6,11.02,4.038,6.983,359.2,10.54,0,0,0,0,0
"2015-02-13 21:00:00",42,1010,23.12,22.81,22.94,81.6,80.9,81.2,11.88,3.998,7.824,355.2,14.57,0,0,0.001,0,0
"2015-02-13 21:05:00",43,1010,23.08,22.84,22.96,81.7,81.2,81.5,9.58,4.508,7.248,354.1,15.47,0,0,0,0,0
"2015-02-13 21:10:00",44,1010,23.08,22.78,22.91,82.8,81.6,82.1,8.49,2.607,5.72,359.9,21.25,0,0,0,0,0
"2015-02-13 21:15:00",45,1010,22.91,22.71,22.81,83.1,82.5,82.8,9.07,4.018,5.919,352.9,13.69,0,0,0,0,0
"2015-02-13 21:20:00",46,1010,23.15,22.71,22.84,83.1,82.6,82.8,8.33,2.43,5.974,359.5,14.47,0,0,0,0,0
"2015-02-13 21:25:00",47,1010,22.98,22.71,22.86,82.9,82,82.4,10.8,5.488,7.626,350,16.77,0,0,0,0,0
"2015-02-13 21:30:00",48,1010,23.05,22.78,22.9,82.5,81.7,82,10.35,5.449,7.416,349,15.52,0,0,0,0,0
"2015-02-13 21:35:00",49,1010,23.01,22.78,22.88,82.5,82,82.2,10.05,4.763,7.221,342.9,14.21,0,0,0,0,0
"2015-02-13 21:40:00",50,1010,22.98,22.71,22.81,83.1,82.3,82.6,9.94,4.586,6.923,347,12.31,0,0,0,0,0
"2015-02-13 21:45:00",51,1010,22.98,22.68,22.79,83.1,82.3,82.7,8.92,3.254,6.376,352.9,13.74,0,0,0,0,0
"2015-02-13 21:50:00",52,1010,22.91,22.68,22.79,83,82.5,82.8,10.51,3.626,7.07,355.6,13.92,0,0,0,0,0
"2015-02-13 21:55:00",53,1010,22.88,22.61,22.74,83.6,82.8,83.3,9,4.88,6.717,355,19.14,0,0,0,0,0
"2015-02-13 22:00:00",54,1010,22.84,22.64,22.72,83.5,82.8,83.2,9.51,2.96,6.12,349.5,15.8,0,0,0,0,0
"2015-02-13 22:05:00",55,1010,22.88,22.61,22.74,83.3,82.3,82.9,10.21,2.901,6.33,355.9,17,0,0,0.001,0,0
"2015-02-13 22:10:00",56,1010,22.95,22.71,22.82,82.8,81.5,82.2,9.23,5.312,7.532,353.3,10.79,0,0,0,0,0
"2015-02-13 22:15:00",57,1010,23.05,22.81,22.92,82.1,81.4,81.8,9.55,3.822,6.353,350.5,13.1,0,0,0.001,0,0
"2015-02-13 22:20:00",58,1010,23.01,22.78,22.88,82.3,81.4,81.8,8.64,3.94,6.619,351.4,10.6,0,0,0,0,0
"2015-02-13 22:25:00",59,1010,23.08,22.84,22.93,81.7,81,81.3,9.98,4.038,7.309,348.2,9.92,0,0,0.001,0,0
"2015-02-13 22:30:00",60,1010,23.08,22.78,22.9,82.4,81.4,81.8,8.76,4.038,6.362,347.8,9.14,0,0,0,0,0
"2015-02-13 22:35:00",61,1010,22.95,22.71,22.84,82.6,81.8,82.2,8.98,4.116,6.847,352.8,11.42,0,0,0,0,0
"2015-02-13 22:40:00",62,1010,23.01,22.71,22.85,82.5,81.8,82.2,8.9,4.645,6.227,353,12.07,0,0,0.001,0,0
"2015-02-13 22:45:00",63,1010,22.98,22.71,22.81,82.7,81.7,82.1,8.74,3.312,5.515,357.1,17.31,0,0,0,0,0
"2015-02-13 22:50:00",64,1010,22.98,22.68,22.82,82.6,81.1,81.7,8.11,3.234,6.201,351.7,12.4,0,0,0,0,0
"2015-02-13 22:55:00",65,1010,22.95,22.74,22.84,81.7,81.2,81.4,9.56,3.41,6.317,358,16,0,0,0,0,0
"2015-02-13 23:00:00",66,1010,22.98,22.74,22.85,81.5,80.9,81.3,9.6,3.45,6.699,352.8,15.1,0,0,0.001,0,0
"2015-02-13 23:05:00",67,1010,22.98,22.74,22.87,81.7,81.1,81.4,8.37,4.92,6.834,353.8,12.01,0,0,0,0,0
"2015-02-13 23:10:00",68,1010,23.05,22.78,22.88,81.8,80.9,81.4,9.07,3.763,6.398,355.9,19.08,0,0,0,0,0
"2015-02-13 23:15:00",69,1010,23.01,22.78,22.9,81.6,80.6,81.2,10,4.763,7.011,353.1,20.98,0,0,0,0,0
"2015-02-13 23:20:00",70,1010,23.12,22.81,22.93,81.5,80.3,80.8,11.21,3.567,6.48,353.6,14.68,0,0,0,0,0
"2015-02-13 23:25:00",71,1010,23.01,22.74,22.89,81.7,80.2,80.8,10.33,3.724,7.3,355.4,10.15,0,0,0,0,0
"2015-02-13 23:30:00",72,1010,23.18,22.88,23.01,80.1,78.61,79.55,11.43,5.586,7.61,345.8,16.03,0,0,0.001,0,0
"2015-02-13 23:35:00",73,1010,23.12,22.81,22.94,80.7,79.55,80.3,10.45,4.214,6.976,356.3,19.07,0,0,0,0,0
"2015-02-13 23:40:00",74,1010,23.05,22.84,22.92,80.5,79.72,80.1,10.33,4.684,7.489,356.9,16.9,0,0,0.001,0,0
"2015-02-13 23:45:00",75,1010,23.05,22.74,22.89,80.4,79.76,79.99,10.47,3.254,6.839,355.4,12.62,0,0,0,0,0
"2015-02-13 23:50:00",76,1010,23.05,22.78,22.86,80.2,79.66,79.92,11.29,3.783,6.981,358.7,15.45,0,0,0,0,0
"2015-02-13 23:55:00",77,1010,23.12,22.78,22.89,80.5,79.82,80.2,10.54,4.273,7.468,354.3,21.92,0,0,0,0,0
"2015-02-14 00:00:00",78,1010,23.01,22.78,22.89,80.4,79.72,80.1,11.39,4.606,7.446,356.6,15.29,0,0,0,0,0
"2015-02-14 00:05:00",79,1010,22.98,22.74,22.85,80.7,80.2,80.4,8.76,4.743,6.618,353.8,23.35,0,0,0,0,0
"2015-02-14 00:10:00",80,1010,22.98,22.71,22.82,80.9,80.3,80.5,9.37,4.469,6.608,350.3,10.21,0,0,0,0,0
"2015-02-14 00:15:00",81,1010,22.95,22.68,22.79,80.8,80.4,80.5,8.13,4.096,6.342,352.7,11.91,0,0,0,0,0
"2015-02-14 00:20:00",82,1010,22.95,22.71,22.81,81.3,80.4,80.9,10.19,3.038,6.419,355,17.34,0,0,0,0,0
"2015-02-14 00:25:00",83,1010,22.98,22.74,22.85,81.4,80.9,81.2,9.51,3.391,6.726,355.8,15.48,0,0,0,0,0
"2015-02-14 00:30:00",84,1010,23.08,22.74,22.88,81.6,80.7,81.2,10.64,4.214,6.745,356.2,16.73,0,0,0.001,0,0
"2015-02-14 00:35:00",85,1010,23.01,22.74,22.86,81.8,81.2,81.6,10.35,4.018,7.251,349.5,11.75,0,0,0,0,0
"2015-02-14 00:40:00",86,1010,22.98,22.71,22.83,81.9,81.4,81.7,9.8,5.194,7.076,345.2,13.93,0,0,0,0,0
"2015-02-14 00:45:00",87,1010,22.91,22.64,22.78,82.2,80.7,81.6,10.58,2.96,7.241,352.1,11.36,0,0,0,0,0
"2015-02-14 00:50:00",88,1010,22.95,22.71,22.82,81.3,80.6,81,9.9,4.9,7.382,350.8,23.06,0,0,0,0,0
"2015-02-14 00:55:00",89,1010,22.95,22.71,22.82,81.5,80.9,81.2,8.68,4.194,6.8,353.1,15.34,0,0,0,0,0
"2015-02-14 01:00:00",90,1010,22.95,22.71,22.8,81.6,81.1,81.4,9.35,5.096,7.199,346.8,13.12,0,0,0,0,0
"2015-02-14 01:05:00",91,1010,22.91,22.61,22.77,82.1,81.1,81.5,8.55,3.312,6.29,349.4,9.6,0,0,0,0,0
"2015-02-14 01:10:00",92,1010,22.84,22.61,22.72,81.9,81.3,81.6,8.58,3.058,6.465,349.1,15.84,0,0,0,0,0
"2015-02-14 01:15:00",93,1010,22.78,22.54,22.67,81.9,81.1,81.6,8.68,3.214,5.61,355.4,16.95,0,0,0,0,0
"2015-02-14 01:20:00",94,1010,22.81,22.54,22.67,81.8,81,81.4,7.252,3.959,5.703,350.5,11.35,0,0,0,0,0
"2015-02-14 01:25:00",95,1010,22.78,22.57,22.66,81.7,81.3,81.5,9.11,4.547,6.834,351.7,10.65,0,0,0,0,0
"2015-02-14 01:30:00",96,1010,22.78,22.57,22.67,82,81.4,81.8,9.15,3.097,6.367,350.8,12.27,0,0,0,0,0
"2015-02-14 01:35:00",97,1010,22.78,22.54,22.65,82.4,81.6,81.9,8.45,3.92,6.414,357.8,16.95,0,0,0,0,0
"2015-02-14 01:40:00",98,1010,22.81,22.4,22.57,82.9,81.9,82.3,8.09,3.156,5.917,350.4,10.2,0,0,0,0,0
"2015-02-14 01:45:00",99,1010,22.74,22.44,22.6,82.6,81.9,82.3,8.37,2.332,5.704,348.6,12.65,0,0,0,0,0
"2015-02-14 01:50:00",100,1010,22.74,22.47,22.63,82.3,81.5,81.9,8.25,3.783,6.23,350.7,15.46,0,0,0,0,0
"2015-02-14 01:55:00",101,1010,22.81,22.57,22.69,82,81.3,81.6,8.66,4.077,6.767,353.3,13.13,0,0,0,0,0
"2015-02-14 02:00:00",102,1010,22.84,22.57,22.7,82.2,81.2,81.7,10.02,2.94,6.654,347.1,10.37,0,0,0,0,0
"2015-02-14 02:05:00",103,1010,23.05,22.64,22.76,81.4,80.6,81.1,11.17,4.469,7.707,350.8,9.16,0,0,0.001,0,0
"2015-02-14 02:10:00",104,1010,22.91,22.64,22.75,81.9,80.9,81.5,9.43,3.94,6.373,348.7,11.96,0,0,0,0,0
"2015-02-14 02:15:00",105,1010,22.88,22.61,22.72,82.2,81.2,81.7,9.9,2.979,6.813,350.2,8.94,0,0,0,0,0
"2015-02-14 02:20:00",106,1010,22.84,22.57,22.69,82.5,81.8,82,9.27,3.332,6.574,349.4,15.51,0,0,0.002,0,0
"2015-02-14 02:25:00",107,1010,22.84,22.61,22.7,82.1,81.8,81.9,9.27,4.018,6.462,353.8,12.04,0,0,0,0,0
"2015-02-14 02:30:00",108,1010,22.81,22.57,22.67,82.7,81.9,82.3,8.98,3.391,6.361,351.6,13.91,0,0,0.001,0,0
"2015-02-14 02:35:00",109,1010,22.74,22.54,22.64,83.2,82.4,82.7,9.56,3.92,6.694,349.5,13.66,0,0,0.001,0,0
"2015-02-14 02:40:00",110,1010,22.71,22.44,22.58,83.3,82.8,83.1,7.409,3.626,5.853,352.2,19.95,0,0,0.001,0,0
"2015-02-14 02:45:00",111,1010,22.84,22.44,22.59,83.5,82.7,83.1,9.15,4.273,6.925,350.8,11.72,0,0,0,0,0
"2015-02-14 02:50:00",112,1010,22.84,22.57,22.66,83.4,82.6,83,9.9,4.586,6.755,349,15.5,0,0,0,0,0
"2015-02-14 02:55:00",113,1010,22.74,22.51,22.6,83.7,83.1,83.5,9.29,3.783,6.614,352.7,16.04,0,0,0,0,0
"2015-02-14 03:00:00",114,1010,22.71,22.47,22.59,84.1,83.5,83.7,9.09,4.684,6.953,349,10.39,0,0,0,0,0
"2015-02-14 03:05:00",115,1010,22.64,22.4,22.53,84.7,83.9,84.3,9.43,4.312,6.597,347.8,15.79,0,0,0,0,0
"2015-02-14 03:10:00",116,1010,22.68,22.37,22.53,84.8,84.2,84.5,8.53,3.175,6.03,353.6,18.41,0,0,0,0,0
"2015-02-14 03:15:00",117,1010,22.64,22.4,22.53,85.2,84.5,84.8,9.07,3.352,6.137,352.8,11.6,0,0,0.001,0,0
"2015-02-14 03:20:00",118,1010,22.61,22.34,22.45,85.7,85,85.4,9.92,4.39,6.905,350.2,9.74,0,0,0.001,0,0
"2015-02-14 03:25:00",119,1010,22.61,22.37,22.48,86.4,85.2,85.7,9.41,4.43,7.065,352.2,8.02,0,0,0,0,0
"2015-02-14 03:30:00",120,1010,22.68,22.2,22.38,89.4,86.4,87.9,8.35,3.783,6.073,347,12.42,0,0,0.001,0,0
"2015-02-14 03:35:00",121,1010,22.37,22.07,22.21,91.4,88.9,90.2,7.742,4.018,5.79,352.4,13.48,0,0,0,0,0
"2015-02-14 03:40:00",122,1010,22.34,22,22.12,93.6,91.3,92.5,8.64,3.665,6.189,351.6,12.03,0,0,0.001,0,0
"2015-02-14 03:45:00",123,1010,22.24,21.97,22.09,94.6,93.3,93.9,7.605,3.606,5.716,349.4,8.41,0,0,0,0,0
"2015-02-14 03:50:00",124,1010,22.17,21.93,22.03,94.8,94,94.5,7.252,3.273,5.153,344.5,17.71,0,0,0,0,0
"2015-02-14 03:55:00",125,1010,22.07,21.83,21.96,95.8,94.7,95.2,6.997,3.45,5.154,347.1,8.56,0,0,0.001,0,0
"2015-02-14 04:00:00",126,1010,22.07,21.8,21.94,96.4,95.4,95.8,7.762,3.587,5.179,350.2,18.74,0,0,0,0,0
"2015-02-14 04:05:00",127,1010,22.07,21.83,21.98,96.6,96.1,96.3,8.57,3.352,6.391,348.2,18.62,0,0,0,0,0
"2015-02-14 04:10:00",128,1010,22.13,21.86,22,97.3,96,96.6,6.429,3.704,5.229,341.8,11.49,0,0,0,0,0
"2015-02-14 04:15:00",129,1010,22.07,21.8,21.9,97.8,97.1,97.5,6.821,3.528,5.149,340.1,9.36,0,0,0.001,0,0
"2015-02-14 04:20:00",130,1010,22,21.76,21.9,97.8,96.7,97.3,7.33,4.175,5.834,338.4,8.46,0,0,0,0,0
"2015-02-14 04:25:00",131,1010,22.13,21.83,21.98,96.7,95.2,95.9,7.487,3.979,5.947,335.3,12.42,0,0,0,0,0
"2015-02-14 04:30:00",132,1010,22.2,21.93,22.06,95.5,92.7,94.8,8.17,3.587,6.179,341.1,11.32,0,0,0,0,0
"2015-02-14 04:35:00",133,1010,22.4,22.03,22.24,93.6,90.2,91.9,10.39,4.978,7.453,349.9,9.94,0,0,0,0,0
"2015-02-14 04:40:00",134,1010,22.57,22.3,22.43,90.9,89.8,90.2,8.43,3.822,6.667,349.2,15.47,0,0,0.001,0,0
"2015-02-14 04:45:00",135,1010,22.68,22.34,22.52,90.2,89.1,89.4,9.29,3.724,6.467,345.8,16.17,0,0,0.001,0,0
"2015-02-14 04:50:00",136,1010,22.81,22.51,22.64,89.3,88.4,88.8,9.11,2.764,6.328,0.537,18.28,0,0,0.001,0,0
"2015-02-14 04:55:00",137,1010,22.78,22.54,22.67,89,87.6,88.3,8.86,3.842,6.089,355.6,19.1,0,0,0,0,0
"2015-02-14 05:00:00",138,1010,22.81,22.57,22.7,88.5,85.7,87.7,9.6,3.744,5.895,357.9,13.22,0,0,0.001,0,0
"2015-02-14 05:05:00",139,1010,22.88,22.61,22.74,87.2,86.1,86.8,8.47,3.724,6.346,353.4,15.84,0,0,0,0,0
"2015-02-14 05:10:00",140,1010,22.91,22.68,22.78,86.9,85.8,86.4,7.86,3.156,6.023,350.8,12.67,0,0,0.001,0,0
"2015-02-14 05:15:00",141,1010,23.01,22.68,22.79,87.9,86.3,87.1,9.04,3.587,6.414,353.1,10.6,0,0,0.001,0,0
"2015-02-14 05:20:00",142,1010,22.84,22.61,22.72,88.7,87.8,88.3,9.72,4.724,7.107,351.6,12.21,0,0,0.001,0,0
"2015-02-14 05:25:00",143,1010,22.84,22.61,22.71,89.4,88.6,88.9,10.62,3.998,6.701,351.7,17.98,0,0,0,0,0
"2015-02-14 05:30:00",144,1010,22.88,22.57,22.74,89.2,88.2,88.8,10.41,3.097,7.398,353.5,19.3,0,0,0.001,0,0
"2015-02-14 05:35:00",145,1010,22.91,22.61,22.74,90.6,88.3,89.4,9.8,3.548,5.965,351,12.47,0,0,0.001,0,0
"2015-02-14 05:40:00",146,1010,22.68,22.44,22.58,90.7,88.7,89.9,8.58,3.567,5.96,354.1,12.92,0,0,0,0,0
"2015-02-14 05:45:00",147,1010,22.71,22.44,22.56,90.1,88.8,89.6,7.762,2.764,4.87,359.4,15.21,0,0,0,0,0
"2015-02-14 05:50:00",148,1010,22.68,22.37,22.51,90.5,87.9,88.9,9.78,2.274,5.756,353.8,18.04,0.006,0,0.001,0,0
"2015-02-14 05:55:00",149,1010,22.74,22.47,22.6,88.6,87.2,87.9,8.58,4.312,6.196,350,10.9,0,0,0,0,0
"2015-02-14 06:00:00",150,1010,22.84,22.54,22.67,87.5,85.7,86.7,9.21,2.666,6.274,357.6,20.99,0,0,0,0,0
"2015-02-14 06:05:00",151,1010,22.78,22.57,22.67,86.7,85.8,86.3,8.8,3.214,5.566,353.9,18.14,0,0,0.001,0,0
"2015-02-14 06:10:00",152,1010,22.88,22.54,22.68,86.8,85.2,86,9.11,3.528,6.45,356.3,13.2,0,0,0.001,0,0
"2015-02-14 06:15:00",153,1010,22.81,22.54,22.65,86.7,85.5,86,10.8,4.038,6.86,352.6,17.7,0,0,0.005,0.001,0
"2015-02-14 06:20:00",154,1010,22.84,22.51,22.66,86.6,83.4,85.7,11.33,4.332,7.323,356.8,18.21,0,0,0.047,0.032,0
"2015-02-14 06:25:00",155,1010,22.88,22.61,22.73,85.4,84.3,84.9,12.74,4.88,8.26,0.757,12.46,0.284,0.25,0.185,0.175,0
"2015-02-14 06:30:00",156,1010,22.88,22.64,22.75,86.1,84.7,85.4,9.41,3.214,6.693,353.1,13.3,0.345,0.362,0.641,0.645,0
"2015-02-14 06:35:00",157,1010,22.84,22.51,22.7,86,84.3,85.3,10.66,4.155,7.171,354.7,19.05,0.718,0.801,1.581,1.624,0
"2015-02-14 06:40:00",158,1010,22.88,22.64,22.75,85.8,84.7,85.3,8.31,4.488,6.166,346,10.31,1.001,1.018,2.636,2.727,0
"2015-02-14 06:45:00",159,1010,22.95,22.57,22.8,85.2,83.7,84.6,10.56,4.528,7.244,348.9,14.78,1.569,1.68,4.524,4.63,0
"2015-02-14 06:50:00",160,1010,23.01,22.74,22.91,84.3,82.8,83.7,13.09,5.704,8.91,348.9,15.22,3.015,3.155,8.92,9.14,0
"2015-02-14 06:55:00",161,1010,23.12,22.88,22.99,83.4,82.7,83.1,11.15,4.273,7.423,352.7,16.54,5.424,5.797,16.54,16.92,0
"2015-02-14 07:00:00",162,1010,23.08,22.78,22.92,84.3,83.3,83.8,8.78,2.666,6.182,1.093,14.67,9.51,10.16,26.44,27.21,0
"2015-02-14 07:05:00",163,1010,22.98,22.74,22.87,84.5,83.9,84.2,8.21,1.94,5.767,354.4,26.09,10.91,11.55,27.73,28.32,0
"2015-02-14 07:10:00",164,1010,23.01,22.78,22.88,84.6,83.6,84.1,10.6,2.901,6.525,350.6,18.27,13.3,13.64,33.36,33.41,0
"2015-02-14 07:15:00",165,1010,23.08,22.84,22.96,84.1,83.1,83.6,10.66,3.234,6.17,359.6,15.78,15.82,16.24,38.87,38.94,0
"2015-02-14 07:20:00",166,1010,23.05,22.81,22.94,84.7,83.3,83.9,6.821,1.784,4.116,15.07,15.08,21.63,22.18,51.33,51.43,0
"2015-02-14 07:25:00",167,1010,23.01,22.81,22.92,84.8,83.8,84.2,7.115,2.352,4.856,18.05,14.92,27.07,27.72,64.35,64.47,0
"2015-02-14 07:30:00",168,1010,23.08,22.81,22.97,84.2,81.5,83.2,7.291,3.646,5.655,18.07,11.22,34.27,35.38,81.1,81.7,0
"2015-02-14 07:35:00",169,1010,23.18,22.95,23.07,83.4,82,82.5,6.821,2.724,5.048,5.733,17.44,45.66,46.9,109.3,109.5,0
"2015-02-14 07:40:00",170,1010,23.22,22.95,23.09,83.5,81.4,82.4,7.997,3.254,5.681,356.5,14.15,57.96,60.27,139.4,141.3,0
"2015-02-14 07:45:00",171,1010,23.25,22.98,23.11,83.1,82.3,82.7,7.134,3.744,5.691,355.3,11.01,60.46,62.78,144.1,146.4,0
"2015-02-14 07:50:00",172,1010,23.22,22.98,23.09,83,80.6,82.3,7.997,2.372,5.587,351.7,12.4,61.22,63.39,144,145.9,0
"2015-02-14 07:55:00",173,1010,23.32,23.05,23.17,82.7,80.2,81.4,8.23,0.451,5.132,349.4,13.68,83.2,85.7,194.7,195.8,0
"2015-02-14 08:00:00",174,1010,23.28,23.05,23.17,82.6,81.7,82.1,6.801,2.764,4.893,355.4,18.98,83.9,86.1,199.8,201.2,0
"2015-02-14 08:05:00",175,1010,23.32,23.08,23.19,83.1,81.8,82.3,6.154,2.881,4.681,357.8,14.7,75.28,78.52,178.7,182.8,0
"2015-02-14 08:10:00",176,1010,23.35,23.08,23.2,83.5,81.9,82.5,8.06,2.783,5.798,7.459,16.73,63.98,66.73,147.7,150.8,0
"2015-02-14 08:15:00",177,1010,23.39,23.08,23.19,83.4,82.6,83,6.958,3.273,5.068,355.3,12.21,72.41,76.17,169.9,173.8,0
"2015-02-14 08:20:00",178,1010,23.28,23.05,23.16,84,83.2,83.6,6.272,3.312,5.245,348.7,11.35,66.81,70.08,154.4,157.7,0
"2015-02-14 08:25:00",179,1010,23.39,23.08,23.2,84.1,83.1,83.6,7.154,3.724,5.123,343.9,10.14,77.37,80.5,179,181.7,0
"2015-02-14 08:30:00",180,1010,23.35,23.12,23.22,84.6,83.4,83.9,7.468,2.783,4.889,348.2,10.47,98.4,101.1,228.2,229.7,0
"2015-02-14 08:35:00",181,1010,23.42,23.15,23.27,84.6,82.2,83.2,7.546,2.568,5.581,351.4,17.71,107.9,109.9,248.4,248.8,0
